@relation cofacts-2-categories_above100
@attribute Text string
@attribute class-att {RUMOR,NOT_RUMOR}

@data
'大匙 檸檬汁 蜂蜜 兩 大匙 威士忌 杯中 先 調勻 放入 片 檸檬 之後 沖 入 約 100 毫升 熱水 再 肉桂 棒 稍微 攪拌 即可 訣竅 在於 選用 果香 甜美 調和 式 威士忌 拌合 分量 多寡 則視 酒量 而定 喜愛 酸味 多一些 增加 檸檬汁 分量 嗜 甜者則 加些 蜂蜜 每個 人 廚房 備有 肉桂 棒 撒入 一些 肉桂粉 變通 選擇',RUMOR
'SARS CoV 生化武器 電磁 病毒 猜想 DNA 電磁場 EMF 調節 5G 電網 散佈 電磁 頻率 微波 輻射 觸發 加劇 SARS CoV RNA 聚合酶 RNA dependent RNA polymerase RdRp 自我 複 制 速率 導致 表達 病毒 早期 抗原 細胞 數量 急遽 增加 生物 效應 猜想 中國 急於 5G 競賽 中 遙遙領先 直到 2019 年底 全國 範圍 安裝 130 000 5G 基地 台 僅在 武漢 安裝 10 000 5G 基地 台 美國 通信 管理局 表示 北京 已經 安裝 13 000 5G 基地 台 10 000 家 已經 運營 政府 官員 說 中國 已經 超過 80 000 5G 基地 台 通常 帶有 天線 硬體 行動 通信 基地 台 硬體 天線 範圍 發射 無線 信號 中國 今年年底 將有 130 000 Bernstein Research 估計 韓國 將以 75 000 個位 居 第二 美國 10 000 預計 2020 全球 範圍 推出 600 000 5G 基地 台 中 一半 將在 中國 基礎 電信 建設 有助於 環境 中 DNA EMF 高 交互 反應 性 長時間 暴露 人造 電磁波 造成 DNA 損傷 導致 COVID 19 一發 不可收拾 主因',RUMOR
'歡迎 轉傳 分享 做好 防疫 工作 做好 外 注意 之外 最 重要 過年 期間 養成 說 說好 話 黃帝內經 ❲ 正氣 存內 邪 不可 干 邪 湊 其氣 必虛 ❳ 此篇 已 提供 防疫 妙方 正氣 正 能量 意識 連結 能量 能量 創造 實相 知道 肺炎 細菌 一種 能量 能量 同頻 共振 法則 底下 檢視 意識 念頭 想法 肺炎 負面 能量 有人 念頭 想法 處在 恐慌 擔憂 害怕 負面 意識 時 此時 正在 想著 牠 牠 吸引 而來 記得 外 世界 中性 內在 吸引 養生 重在 養心 保持 愛 感恩 良善 美好 高頻 意識 場域 中 正氣 存內 病毒 百邪則 無法 干擾 停止 對人 事物 批判 評斷 鬥爭 衝突 獸性 意識 消融 邪 湊 避免 病毒 趁虛而入 事件 能量 累積 外面 世界 不平 反應 群聚 社會 每個 人 內在 和諧 現在 看顧 好 心 嘴巴 心平氣和 最好 防疫 再來 外 發生 事件 變成 禮物 當您 藉由 外 事件 看見 內在 恐慌 負面 意識 評斷 獸性 意識 時 若能 順勢 清理 消融 此時 事件 發生 便是 恩典 看見 負面 意識 → 停止 送回 光中 → 祈請 神聖 介入 → 接受 源頭 祝福 → 傳送 美好 能量 最後 記得 深呼吸 氣納 丹田 拙火 上升 產生 熱能 長 養 浩然正氣 歡迎 轉傳 分享',RUMOR
'俄 證實 基因 改造 食品 使 動物 三代 絕種 🔴 避免 吃 假 毒 食物 🔴 紅色 牛 蕃茄 基因 毒蠍子 🔴 甜玉米 真正 基因 改造 食品 🔴 紫 地瓜 基因 改造 食品 甜玉米 美的 基因 改造 食品 開心 吃 好久 甜玉米 老美 用來 餵 動物 基因 改造 食品 年來 普通 老百姓 好些 根本 知道 喜歡 買 甜玉米 吃 年輕 成家 生 孩子 一律 吃 知道 訊息 之後 所有 人 家人 記得 再 食用 基因 改造 食品 🔴 記得 所有 當季 疏果 吃',RUMOR
'昨天 武漢 肺炎 往生 19 號 病患 接觸 人 住 彰化市 崙 平 南路 晚上 接 喝酒 跑 酒店 人 金 𥚃 面 小姐 重點 發病 前 還以 感冒 外出 吃飯 買 東西 ⋯ ⋯ 母親 弟弟 住 ⋯ ⋯ 今天 彰化市 南平 社區 進行 消毒',RUMOR
'醫生 西醫 閉門 會議 聽 最 重要 秘密 藥 化學 藥物 治療 無效 打針 癌症 化療 無效 西醫 所有 慢性病 完全 束手無策 https www youtube com watch v a3xH7aEVKkM t 513s',RUMOR
'洗手 戴 口罩 保持 距離 這場 世紀 瘟疫 還能 做些 月 23 日 BBC 新聞標題 冠狀病毒 我該 服用 維生素 D 英國 公共 衛生部 Public Health England 建議 人們 冠狀病毒 流行 期間 特別是在 封城 管制 lockdown 階段 春天 夏天 每天 服用 維生素 D 建議 劑量 歲 以下 每天 超過 1000 單位 10 歲 每天 超過 2000 單位 成人 每天 超過 4000 單位 有趣 營養素 Nutrients 這本 期刊 四月 號 預印 網路版 Nutrients 2020 Apr 12 pii E988 doi 10.3390 nu12040988 一篇 文章 探討 補充 維生素 D 降低 流感病毒 新冠 病毒感染 死亡 風險 實證 作者 美國 舊金山 日光 營養 健康 研究 中心 Sunlight Nutrition and Health Research Center 研究員 葛藍 WB Glant 匈牙利 德布勒森 Debrecen 大學 實驗 醫學科 共同 合作 維生素 D 是否 降低 新冠 肺炎 感染 風險 議題 建議 劑量 大得多 推論 新冠 肺炎 感染 維生素 D 不足 證據 包括 疫情 爆發 冬季 體內 維生素 D 濃度 最低 南半球 時值 夏季 病 例數 卻 已經 發現 維生素 D 缺乏 造成 急性 呼吸 窘迫 綜合 症候群 死亡率 年齡 增加 是否 慢性病 增加 增加 體內 維生素 D 濃度 降低 降低 感染 武漢 肺炎 風險 作者 團隊 建議 流感 新冠 肺炎 感染 風險 成人 考慮 每天 服用 10000 單位 維生素 D3 數週 a few weeks 用以 迅速 提高 體內 維生素 D 濃度 改成 每天 服用 5000 單位 維持 劑量 目標 是將 體內 維生素 D 濃度 期望 體內 血清 濃度 拉高 40 60 ng mL 以上 一個 基層 健康 營養 研究 機構 Grassroots Health Nutrient Reasch Institute 212 位 確診 檢查 體內 血清 濃度 武漢 肺炎 嚴重 度 作者 總結 體內 維生素 D 濃度 呼應 確診 臨床 預後 體內 維生素 D 濃度 升高 改善 確診 預後 甚或 減緩 重型 危重 型 預後 體內 維生素 D 濃度 降低 使 確診 臨床 預後 惡化 小小的 維生素 D 對抗 感染 小兵 立大功 美國 密西根 州立大學 臨床 醫學 教授 道 爾德 James E Dowd 維生素 D 治療 The Vitamin D Cure 中 指出 人類 細胞 存在 病原 辨識 蛋白 PRP 接受 體 用來 辨識 細菌 病毒 外套 蛋白 coat protein 想像 細胞 表面 上布滿 雷達 血清 維生素 D 濃度 上升 接受 體的 數量 增加 雷達 數目 細菌 病毒 接觸 接受 體 相當於 觸 碰到 警示 雷達 加速 細胞 激活 維生素 D 激活 後 維生素 D 搖身一變 指揮官 進一步 指揮 人 體細胞 分泌 防禦 素 Defensin 抗菌肽 Cathelacidin 用以 狙殺 來犯 微生物 維生素 D 偵測 雷達 系統 增加 還讓 武器系統 昇 級 它還 降低 病毒 複製 速率 降低 前 發炎 細胞 激素 pro inflammatory cytokines 濃度 進一步 肺泡 內壁 細胞 損傷 減輕 增加 抗 發炎 細胞 激素 anti inflammatory cytokines 濃度 2010 年 美國耶魯大學 醫學院 薩 貝塔 James R Sabetta 醫師 指出 秋冬 季節 健康 成人 體內 維生素 D 血清 濃度 小於 38ng ml 感染 上呼吸道 感染 機率 增加 倍 360 人分 兩組 180 位 補充 維生素 D 使 其血中 濃度 高於 38 ng ml 感冒 流感 另一組 180 位 維生素 D 濃度 不足 38ng ml 81 感冒 流感 族群 比較 容易 缺少 維生素 D 2019 年 月 長庚醫院 腎臟科 統計 發表 BMC public heath 醫學期刊 統計 2014 2017 年 四年 北台 灣 3954 位 年齡 30 歲 以上 無 慢性 腎病 成年人 發現 維生素 D 缺乏症 預測 因素 包括 女性 年輕人 高 文化 水平 居住 城市 地區 缺乏 運動 一般而言 血清 濃度 小於 20 以下 維生素 D 缺乏症 deficiency 成年人 濃度 維持 大於 30 比較 理想 這種 阿北 預防 骨質酥鬆 血清 濃度 大於 50 作用 體內 維生素 D 濃度 大於 150 稱做 中毒 intoxication 濃度 不想 口服 獲得 維生素 D 想 曬太陽 OK 最佳 日光 照射 時間 上午 10 時到 下午 點 之間 中午 最好 曬 波長 310 320nm 接受 陽光 10 15 分鐘 產生 維生素 Ｄ 約 1000 單位 膚色 深 亞洲 人種 需再 延長 倍 時間 容 建議您 最好 先 抽血 驗 體內 維生素 D 濃度 再 吃 特別 高 劑量 成人 以前 沒吃過 嫌 麻煩 不想 抽血 每天 基礎 保養 劑量 1000 2000 單位 正在 服用 直接 跳到 BBC news 建議 防疫 劑量 每天 4000 單位 阿北有 練過 每天 吃 5000 單位 去年底 驗 維生素 D 濃度 54.6 繼續 保持 劑量 即可 追高到 10000 單位 那是給 沒吃過 想 短時間 拉 高濃度 大怒 神 吃法 至少 0.5 年測 一次 維生素 D 血清 濃度 選秋 冬季 最好 血清 濃度 維持 30 50 最 理想 維生素 D 每天 多加 1000 單位 反映 血清 濃度 上升 10 服用 劑量 越大越 徵詢 醫師 意見 監測 體內 維生素 D 濃度 越 頻繁 .......................................................... 新型 冠狀病毒 新冠 肺炎 維生素 D 陳 鉉 煒 小兒科 家庭 醫學科 診所 台中 小兒科 台中 家庭 醫學科 小兒科 內科 耳鼻喉科 家庭 醫學科 預防接種 幼兒 健檢 成人 健檢 過敏 氣喘 育嬰 指導 小兒 皮膚 低 能量 鐳射 針灸 治療 小兒 過敏性 鼻炎 小兒 氣喘 流感疫苗 兒童 醫學',RUMOR
'口罩 是否 重複使用 外層 嚴重 汙染 外層 口罩 噴灑 些許 酒精 晾乾 後 再 繼續 使用 無須 噴太多 放在 通風處 晾乾 記住 晾乾 時別 受到 汙染 未戴 口罩 長時間 對談 噴嚏 唾液 噴濺 應該 立即 更換 再 重複使用 重消 使用 僅限 千萬別 用過 口罩 重消後給 家人 朋友 https health udn com health story 5999 4310031 utm source udnplus utm medium fb',RUMOR
'新型 冠狀病毒 害怕 紫外線 害怕 56C 高温 害怕 空氣流通 害怕 含氯 消毒劑 害怕 75% 酒精 勤洗手 認真 洗手 人體 强大 免疫力 免疫力 方法 激活 充足 睡眠 酸奶 早餐 吃 大蒜 常喝 蜂蜜水 薑 水 檸檬水 享受 下午茶 時光 每週 堅持 鍛 錬 晒 太陽 保持 微笑 樂觀 開朗',RUMOR
'LINE 收到 手機 放在 口袋 爆炸 謠言 一名 婦女 臥床 哀嚎 影片 ⭕ ️ 謠言 破解 實際 情況 http bit ly 2Qhgmr8 事實上 婦女 久 臥 褥瘡 ⛔ ️ 中國 謠言 版本 則是 女子 坐電 按摩椅 爆炸 台灣 變成 手機 爆炸事件',RUMOR
'已经 定名 为 SARI 确定 SARS 进化 病毒 致病 机理 完全相同 病毒 进入 人体 后 干扰 免疫系统 让 免疫系统 误认为 肺 细胞 外来 物 从而 发起 进攻 病人 免疫系统 杀死 目前 市面上 所有 药物 无效 采用 方法 激素 压制 免疫系统 同时 人 体会 脆弱 同时 这个 病毒 SARS 聪明 潜伏期 更长 患者 从 感染 发病 再 死亡 体温 始终 正常 也就是说 发热 该病 特征 症状 通过 体温 筛查 确保 完全 筛查 这 封城 原因 传播速度 目前 只 获得 空气 传播 证据 明确 日否 还有 途径 武汉 冠状病毒 已 定名 为 莎丽服 莎丽服 检测 试剂 已经 企业 做 出来 并且 批量 上市 也就是说 疫情 检测 环节 已有 保障 目前 依然 没有 特效药 治疗 主要 激素 疗法 这 双刃剑 同时 会 影响 病患 免疫系统 治愈 后大 概率 成为 废人 自查 主要 看血氧 饱和度 血氧 数值 下降 厉害 的话 必须 医院 检查 夹 指式 血氧仪 为 家庭 必备 莎丽服 潜伏期 比萨 斯长 一些 患者 无 发烧 症状 极易 漏检 被忽视 春运 第一阶段 即将 结束 各地 后续 新增 疫情 案例 不容乐观 个人 做好 这次 疫情 比萨 斯 严重 思想 准备 春节 期间 尽量 出门 合理安排 好 盛夏 到来 之前 这 半年 生活节奏 口罩 供应 紧张 局面 有望 节后 开工 时 得到 缓解 护目镜 还 不好 说 感染 途径 包括 眼部 受到 飞沫 传播 坚决 不去 人员 密集 地方 公共场所 的话 配戴 口罩 护目镜 注意 个人卫生 勤洗手 洗澡 洗衣 合理 饮食 维生素 矿物质 蛋白质 摄入 充足 休息 这 几点 应该 应对 方法 莎丽服 病毒 传播 路径 还 没 最终 全部 搞清 远离 人群 聚集地 快递 员 职业 司机 售货员 高 暴露 人群 宜 保持 距离 避开 野生动物 家庭 宠物 密切 留意 与 动物 保持 距离 未来 最 可怕 万一 感染者 人数 多到 远远 大于 全国 病床 数 程度 病患 能否 及时 得到 医治 成问题 B 大规模 人 感染 之后 莎丽服 变异 下一代 最好 做好 所有 预防 准备 牺牲 不必要 出行 避免 感染 避免 感染 避免 感染 十 过年 网络 拜年',RUMOR
'晚安 您好 心愛 家人 健康 請撥 空看 一下 影片 内容 泡 麵 含有 重金屬 知名 大廠 全 上榜 今 周刊 報導 泡 麵 送 驗證 政府 没 把關 國人 洗 腎 一堆 吃 泡 麵 注意 在外 飲食 注意 身體 安全衛生 要顧 好 喔 https youtu be rGWMWd426qs',RUMOR
'★ 極有 參考價值 ★ 不久 醫學界 掀起 變革 日後 腫瘤 新 治療 方法 做 化療 放療 手術 改變 飲食 改善 血管 新生 影片 全長 2O 分鐘 以前 中文字幕 現在 很棒 醫學 常識 飲食 一日 三次 化療 棒 值得 參考 家人 健康 請 抽空 觀賞 https m youtube com watch v hYfuzYOj1Is',RUMOR
'抗 聽力 問題 社會活動 許 文雅 醫生 耳鼻喉科 醫學博士 三十二年 實際 工作 經驗 記住 簡單 事實 說 聽力 問題 一定 治療 高 年齡 例外 兩個 月 前 對抗 聽力 問題 健康 台灣 社會活動 推展 計劃 一點 所有 民眾 享受 醫療 折扣 了解 健康 台灣 社會活動 採訪 擁有 三十二年 工作 經驗 耳鼻喉科 醫生 許 文雅 博士 這位 醫生 說 幾個 月 治愈 長達 十八年 聽力 問題 耳聾 聲稱 能夠 七十八 天 完全 治愈 老奶奶 聽力 問題 許 文雅 博士 說 正確 治療 方法 四天 內治好 耳痛 年來 透過 實踐 證實 陳述 電視 談論 年齡 保存 聽力 話題 後 著名 耳鼻喉科 醫師 許 文雅 博士 同意 採訪 正確 老年人 不可避免 症狀 過去 十年 一直 治療 無法 治 好 醫生 過度 信任 實際上 令人 驚訝 年齡段 內耳 耳 神經 疾病 腦膜炎 流感 感染性 疾病 引起 中耳炎 外傷 副作用 遺傳性 耳聾 治好 奇蹟 普通 科學 透過 了解 機密 施加 訓練 在家 裡 快速 治 好 疾病 許多 病人 已經 做 機密 先 了解 痛苦 原因 書上 列出 多達 147 種 造成 耳聾 聽力 差 原因 後果 相同 正常 聽力 閾值 顯著 增加 使 聽覺 逐漸 發生 問題 通常 聽力 器官 血液循環 不暢 磨損 機密 透過 恢復 耳朵 血液循環 治愈 聽力 問題 胡說 已經 停止使用 上次 發生意外 以來 一直 穿戴 助聽器 超過 四十歲 更糟 狀況 耳聾 源於 中耳 發炎 喉炎 耳 神經 負責 聽力 大腦 區域 發炎 因素 傳染性 疾病 腦膜炎 風疹 猩紅熱 腮腺炎 造成 耳聾 導因 工作 場所 危害 振動 噪音 鉛煙 汞 毒素 影響 導致 聽力 受損 耳聾 一點 應該 指出 影響 聽力 因素 包括 條件 諸如 梅尼埃 氏病 老化 弓形 體病 天皰瘡 急性 耳朵 發炎 症 復發 性 中耳炎 疾病 成年人 耳聾 徵狀 突然 發生 時間 推移 緩慢 發展 急性 聽力 損失 通常',RUMOR
'醫師 全 聯會 提供 從今天起 10 天 台灣 正式 進入 武漢 肺炎 関鍵期 應 注意事項 參考 進入 公共場所 迫不得已 做好 防護 在家 開火 想要 外餐則 食物 外帶 回家 廚師 有沒有 染病 不知 正確 方式 洗手 特別 重要 避免 戴 隱形眼鏡 吃 熱食 避開 生凉 食物 免得 病毒 殘留 保持 腸胃 顺暢 喝 溫水 穿過 衣服 外套 長褲 回家 先 門口 外用 酒精 噴過 進門 後 脫 下 洗 暫時 洗則 吊 戶外 小時 還會 吊起 再噴 一次 酒精 掛陽台 暫停 戴 首飾 10 接觸 錢幣 一定 洗手 剛拿 錢 弊 先 單獨 放在 塑膠袋 中 天 後 11 盡量 支付 工具 代替 現金 卡片 b 卡 請 保持 一點點 距離 接觸 b 卡面 12 使用 電話筒 電話筒 消毒 13 避開 巔峰 時間 坐車 開車 出門 坐 公共 運輸 14 適當 運動 15 暫停 進入 健身房 16 正確 方式 脫 口罩 摸 口罩 表面 病毒 殘留 17 手機 定時 酒精 擦過 消毒 病毒 光滑 表面 存活 時間 更長 特別 重要 18 加油站 加油 拋棄 式 手套 握把 手 19 隨身帶 小瓶酒 精 需要 時 噴 手部 20 東西 買 回家 除菌 濕 紙巾 擦過 放 倉庫 一段時間 之後 再 使用',RUMOR
'来自 武汉 发热 门诊 医生 总结 干咳 打喷嚏 空气污染 咳嗽 粘液 打喷嚏 流鼻涕 感冒 咳嗽 粘液 打喷嚏 流鼻涕 全身 酸痛 虚弱 轻微 发热 流感 干咳 打喷嚏 身体 疼痛 虚弱 高烧 呼吸困难 冠状病毒 让 尽可能 人 知道 这个 信息 转发',RUMOR
'🔴 訊 息 終 宣 佈 美國 正式 宣布 基因 改造 食物 含有 嚴重 毒素 終於 爆開 🔴 腫瘤 大面積 爆發 基因 改造 食品 緊急 傳播 妳 親友 知曉 注意 🔴 超市 一定 認真 看清楚 🔴 條形碼 開頭 基因 改造 食品 ⭕ 無論是 食物 基因 改造 千萬別 買別 買來 吃 專家 鼓吹 基因 改造 食品 無害 記住 美國 人 不吃 歐盟 禁止 中國 特供 食品 系統 嚴禁 世博會 嚴禁 亞運會 嚴禁 非洲人 餓死 進口 轉基因 世 大運會 嚴禁 俄 證實 基因 改造 食品 使 動物 三代 絕種 🔴 避免 吃 假 毒 食物 🔴 紅色 牛 蕃茄 基因 毒蠍子 🔴 甜玉米 真正 基因 改造 食品 🔴 紫 地瓜 基因 改造 食品 甜玉米 美的 基因 改造 食品 開心 吃 好久 甜玉米 老美 用來 餵 動物 基因 改造 食品 年來 普通 老百姓 好些 根本 知道 喜歡 買 甜玉米 吃 年輕 成家 生 孩子 一律 吃 知道 訊息 之後 所有 人 家人 記得 再 食用 基因 改造 食品 🔴 記得 所有 當季 疏果 吃 多忙 請 轉發給 朋友 各位朋友 務必 這條 信息 發給你 知道 群 可口可樂 承認 旗下 果粒 橙 含有 美國 禁用 農藥 多菌靈 多菌靈 可致 腦麻痺 肝臟 腫瘤 癌症 包括 香港 正在 銷售 果粒 橙 香港 食環署 正在 了解 事件 專家 指出 多菌靈 農藥 腦部 影響 最大 引致 局部 麻痺 並會 導致 癌症 台灣 美粒果 千萬別 再 喝 提供 一個 最 自然 健康 安全 訊息 南華大學 研究 實驗 成功 國際 期刊 發表 文章 證實 李登元 藝術家 筆畫 能量 藝術作品 釋放 能量 永續 不斷 幫助 植物 穩定度 達到 百分之九十九 九九九 畫作 穩定 調節 地脈 氣場 幫助 植物 生長 環境 良好 氣場 更能 人類 住 環境 有害物質 氣場 干擾 化解 處理 人體 有害 因子 特別 筆畫 能量 藝術 栽種 蔬菜 營養成分 特別 高 水分 特別 少 這種 做法 最 自然 根本 環境 間 徹底改變 人體 最 有益 無害 完全 不用 吃 改造 基因 食物 徹底 改造 住 環境 帶給 最好 住 品質 環境 興趣 歡迎 了解 筆畫 能量 藝術作品 以上 所說 作用 先 科學儀器 做 檢測 證明',RUMOR
'新型 冠狀病毒 24 天 潛 伏期 感染 初期 徵 兆 肺 細胞 已經 逐漸 纖維化 壞死 直到 一天 發燒 咳嗽 醫院 檢查 時 肺部 已經 50% 纖 維化 壞死 時 已 晚 專家建議 每天 做 健康檢查 每天 早晚 一次 檢查 肺部 狀 況 深深地 吸氣 屏 氣 超過 10 秒 以上 順利完成 咳嗽 壓 抑 悶 舒適 異狀 平常 證明 肺部 纖維化 表 示 肺炎 病毒 未 攻擊 肺頁 恭 喜 但須 每天 持續 測試 祝福 健康 平安',RUMOR
'央视 新闻台 刚刚 看到 发布 谁 想不到 这次 肺炎 解药 中国 生产 70 年 抗 疟疾 老牌 药 磷酸 氯喹 新冠 肺炎 症状 全 消退 无 不良 反映 是从 几万种 药品 中 筛选 出来 下 一步 全面 临床 治疗 患者 希望 强 强 强',RUMOR
'知道 真的假 📣 分享 消息 仁 寶林 口 一位 BIOS 今天 Intel workshop 之後 一直 咳嗽 發燒 Intel 通知 明天 全部 work on home 聯寶 通知 明天 整個 公司 休假 仁寶 高層 現在 還在 開會 中 調查 發現 意大利 確診 四位 同一 班機 香港 回 台 已經 回來 一個 禮拜 公司 intel 戴 口罩 做 防護 目前 疑似 病歷 ODM 小心 先 😣 😣',RUMOR
'人 初始 使用 ASEA 時會 經歷 一些 舒服 狀況 以下 Dr Gary Samuelson ASEA 醫學 顧問 團隊 Dr Karl Smith 解釋 舒服 狀況 發生 原子 醫學 物理學家 加里 薩繆爾森 博士 Dr Gary Samuelson 幫助 了解 使用 ASEA 時 人 出現 血壓 升高 幫助 了解 身體 發生 情況 氧化 還原 信號 增加 細胞 效率 幾個 措施 增大 特別是在 老年人 大規模 組織 損傷 人群 中 提高 效率 幫助 細胞 有效 清理 已經 細胞 中 積累 垃圾 垃圾 毒素 清洗 成 血液 供應 細胞 工作 時 清理 工作 導致 所謂 DETOX 排毒 反應 腎臟 試圖 擺脫 垃圾 時 有時 命令 增加 血壓 幫助 驅除 毒素 対 首次 服用 產品 人 一個 暫時 狀況 應該 持續 一個多月 幫助 某人 正在 經歷 排毒 反應 最佳 建議 喝 大量 水 幫助 沖洗 身體 一天 12 16 杯水 耐心 排毒 症狀 太 舒服 減量 每天 ½ 盎司 次 每天 嘴裡噴 一次 清理 過程 正在 發生 令人鼓舞 想法 研究 中 運動員 進行 一些 令人 舒服 排毒 反應 耐心 等待 之後 改善 ASEA 中 鹽 量 不足以 影響 血壓 129 毫克 鈉 一根 胡蘿蔔 相同 ASEA 屬於 限 塩 飲食 加里 薩繆爾森 博士 卡爾 史密斯 博士 2016 年度 2016 年 月 14 日 星期六 ASEA 全球 大會 中 補充 說 醫療 小組 問答 一部分 ASEA 促進 生產 穀 胱 甘肽 這是 身體 主要 抗氧化劑 身體 主要 解毒劑 一種 粘性 分子 進入 粘附 有毒 物質 並將 輸送到 細胞 外 進入 細胞 外液 這種 有毒 物質 身體 脫落 它會給 症狀 離開 機制 決定 它會給 症狀 大腦 中 它會 引起 腫脹 壓力 增加 會給 頭痛 正在 清潔 神經 組織 大腦 霧 東西 關節 關節 膨脹 細胞 外液 身體 認識 毒性 想要 稀釋 它掛 水面 這也 發生 血壓 最初 身體 保留 那水時 增加 血壓 消化系統 修復 消除 有毒 物質 症狀 噁心 低 能量 覺得 不想 做 事情 皮膚 消除 皮膚 離開 皮膚 時 多汗 有毒 物質 損害 皮膚 出路 皮膚 出現 皮疹 小 斑點 記住 重要 事情 症狀 只會 發生 毒素 離開 細胞 時 只會 持續 一陣子 毒素 細胞 情況 下 身體狀況 只會 愈來愈好 發生 舒服 情況 第一 減少 正在 服用 ASEA 量 多喝水',RUMOR
'正骨 医院 郭氏 孙女 郭艳娟 現 三门峡 正骨 分院 院长 发 分享 给 给 透漏 个 家传 秘密 每天 门前 棉签 蘸 点 小磨 香油 滴进 两个 鼻孔 内 轻 捏 几下 即可 这样 阻断 流感 温疫 传染 这是 我家 不传 秘决 今 告知 过 一个 快乐 祥和 春节 民国 27 年 河南 瘟疫 死人 无数 爷爷 每天 这样 给 别人 看病 救人 无数 当时 没 口罩 说 这种 方法 阻断 传染 十分 有效 故作 秘传 方子 土 些 土方 管用',RUMOR
'百年 最大 騙局 今天 有害 健康 會奪 人 性命 巨大 隱患 終於 曝光 世界衛生組織 通報 成 以上 瓶裝水 有毒 近日 BBC 衛報 多家 世界 權威 媒體 集體 報導 一條 觸目驚心 新聞 美國 環保 組織 Orb Media 發起 一項 全球 迄今 為止 瓶裝水 最 大規模 檢測 包括 北美洲 亞洲 歐洲 非洲 全球 國家 250 種 瓶裝水 進行 成分 測試 後 發現 11 品牌 中 93% 瓶裝水 含有 塑膠 殘骸 衛報 WHO 調查報告 顯示 90% 塑料瓶 中 含有 塑料 微粒 此次 調查 結果顯示 每升 瓶裝水 中 平均 含有 10 顆 塑料 微粒 每顆 頭髮絲 檢測 直徑 小於 100 微米 塑料 微粒 每升 含量 高達 314 自來水 中 微 塑料 含量 高出 整整 兩倍 這份 調查報告 一出 引起 世衛 組織 WHO 高度重視 原文 網址 https read01 com 3GKJk3y html',RUMOR
'教 自我 检测 NCP 新型 冠狀病毒 24 天 潛伏期 感染 病毒 後 徵兆 肺 細胞 已經 纖維化 進程 直到 一天 發燒 咳嗽 醫院 檢查 此時 肺部 通常 已經 50% 纖維化 時 太晚 專家 提供 方法 盡早 知道 肺部 狀況 最 最 最大 深度 吸氣 屏氣 超過 10 秒 以上 順利完成 咳嗽 壓抑 悶 不適 每日 往常 恭喜 證明 肺部 纖維化 表示 感染 特別 時期 請 每天 早上 起床 乾淨 空氣 中 測試 Apprenez à chacun à s auto tester En raison du nouveau coronavirus NCP il y a une p é riode de latence de à 24 jours Il n y a aucun signe d infection apr è s l infection mais les cellules pulmonaires ont commenc é une fibrose jusqu au jour o ù elles sont all é es à l h ô pital pour de la fi è vre et de la toux À cette é poque les poumons é taient g é n é ralement 50 Fibrose c est trop tard Les experts vous fournissent un moyen de conna î tre vos poumons le plus t ô t possible Inspirez et retenez votre souffle pendant plus de 10 secondes à la profondeur maximale maximale et maximale Si cela peut ê tre effectu é avec succ è s pas de toux de d é pression de congestion d inconfort etc et quotidiennement comme d habitude f é licitations Prouver qu il n y a pas de fibrose dans les poumons ce qui indique essentiellement aucune infection Dans les moments sp é ciaux veuillez vous lever chaque matin et tester à l air pur',RUMOR
'微波爐 真相 健康 請 詳細 閱讀 以下 說明 內容 摘自 疾病 形成 防範 作者 洪山 博士 新加坡 營養學 博士 醫院 中 輸血 需將 冰箱 拿出 血 溫熱 輸入 體 護士 急 病人 節省時間 使用 徽波爐 加溫 血液 輸入 體后 口人 立即 死亡 以后 醫院 中 嚴格 規定 可用 微波爐 溫熱 血液 專門 調制給 嬰兒 服用 奶粉 盒上 說明 文字 明白 寫出 微波爐 煮熱 破壞 所有 營養 蘇聯 德國 瑞士 等國 微波爐 研究 發現 許多 微波爐 引起 傷害 結論 微波爐 烹煮 食物 a 蔬萊 微波 后 會將 植物 生物鹼 Plant Alkaloids 轉化成 致癌物 使 蔬萊中 礦物質 改變 成會 破壞 人體 自由基 胃癌 腸癌 皆 吃 太 微波爐 食物 b 肉類 微波 后會 產生 一種 致癌物 c 牛奶 水果 麥片 微波 會將 氨基酸 轉化 致癌物 破壞 腦組織 腦的 傳播 磁波 微波爐 處理 過的 食物 長期 食 中 腦磁波 使腦 退化 磁波 短路 此為 長期 副作用 微波爐 使 食物 中 礦物質 維生素 營養 大量 減少 改變 成 致癌物 它還 產生 一堆 身體 吸收 知名 產品 終將 使 記憶 退化 精神 集中 情緒 穩定 理解力 降低 常用 微波爐 食物 使 男女 荷爾蒙 分泌量 減低 改變 微波爐 食物 副產品 永久性 殘存 人 體內 常吃 微波爐 食物 易使 身體 產生 大量 癌細胞 攝取 微波爐 食物 營養 已 破壞 將使 身體 免疫 展統 問題 微波爐 加熱 烹煮 食物 最 上策 家人 受 病痛 折磨 應立即 停止使用 微波爐 烹煮 食物',RUMOR
